64fee5f3-7dff-4204-899c-51d8dc7fe36c	S2B_MSIL2A_20220402T185929_N0400_R013_T10TEL_20220402T221145.SAFE	0.948514	3.026768	online
697548f0-3e13-4f6a-b594-7dec1ab4d50c	S2A_MSIL2A_20220829T183931_N0400_R070_T11TKE_20220830T003103.SAFE	7.536945	0.458237	online
6a731ce0-4304-494e-b8bb-fa10a77eb150	S2A_MSIL2A_20220512T180921_N0400_R084_T12SVG_20220513T015930.SAFE	0.997176	0.109485	online
6b0e597b-e2e4-42a0-9239-44f4cefdb4cd	S2A_MSIL2A_20220325T185021_N0400_R113_T10SGJ_20220325T235521.SAFE	5.789394	0.131817	online
813505f6-6747-4ed7-a423-16054ea63bd0	S2A_MSIL2A_20221218T181751_N0509_R084_T12TXL_20221218T220408.SAFE	1.147113	0.119786	online
814b4402-c9d6-4c6e-8b0a-d3dd5382edd6	S2B_MSIL2A_20220315T180019_N0400_R041_T12SWG_20220315T221223.SAFE	0.823008	0.155501	online
820ec2b1-afe7-4b2a-9c50-3dd8272106ba	S2A_MSIL2A_20220827T175921_N0400_R041_T12SWG_20220828T020056.SAFE	0.974945	1.227897	online
8284628b-4b6b-47e9-b50e-e9a93f21ce94	S2A_MSIL2A_20220812T184931_N0400_R113_T10SFG_20220813T003806.SAFE	0.92872	0.002575	online
831bf0f8-31f9-4570-ac72-6350a36594e5	S2B_MSIL2A_20220615T183919_N0400_R070_T11SLC_20220615T230416.SAFE	2.647799	0.179341	online
839cde99-a2f6-42b3-8e7c-cd2ad3741e51	S2B_MSIL2A_20220926T185129_N0400_R113_T10SFG_20220926T222431.SAFE	1.006875	0.633966	online
83e4f2e5-f457-4be9-b255-ac2471141f06	S2A_MSIL2A_20220704T181931_N0400_R127_T11SQA_20220705T002619.SAFE	4.280259	0.15396	online
84049b9d-725d-4809-8178-10b3fff8fbd0	S2B_MSIL2A_20220226T181319_N0400_R084_T12TVK_20220226T212514.SAFE	2.757456	1.411619	online
85fc95be-7588-4229-b65a-9881bf3b79b4	S2A_MSIL2A_20221001T185211_N0400_R113_T11SKD_20221002T001553.SAFE	7.012768	0.02634	online
88c73512-c88c-4f17-9789-f8d18045a6f0	S2B_MSIL2A_20221218T190809_N0509_R013_T10TEL_20221218T204633.SAFE	1.067761	4.269355	online
8a12a5e6-a985-4b22-b93a-221378ab86b9	S2B_MSIL2A_20221003T184219_N0400_R070_T10SGJ_20221003T235333.SAFE	5.222814	0.022526	online
9272180a-8837-45fb-8af7-c30350f83412	S2B_MSIL2A_20220712T182919_N0400_R027_T11TNH_20220712T225034.SAFE	0.393268	1.460155	online
963c24c3-cfca-459b-8026-76ab0537a3e2	S2A_MSIL2A_20230430T181921_N0509_R127_T12TUL_20230501T011401.SAFE	34.851056	3.45535	online
a1cd8eae-2709-417b-9cbc-cf4160d217f2	S2B_MSIL2A_20220107T181729_N0301_R084_T12SVG_20220107T210347.SAFE	1.395369	1.814216	online
a213c12b-5395-4748-ba2a-33542c318f8b	S2A_MSIL2A_20221110T185621_N0400_R113_T10TFK_20221110T224201.SAFE	0.834276	4.473131	online
a4252295-28c1-4450-a66c-78c1c77090fd	S2A_MSIL2A_20220521T183931_N0400_R070_T11TKE_20220522T011207.SAFE	5.32253	0.325501	online
a88af3c6-5864-4979-b608-3b77b402e1ed	S2A_MSIL2A_20230327T184001_N0509_R070_T10SGJ_20230327T234755.SAFE	4.951444	0.658571	online
a9341bb7-352f-46c4-bd58-ee867b266a2e	S2B_MSIL2A_20230302T184309_N0509_R070_T10SFG_20230303T001958.SAFE	4.434879	0.720886	online
b7cb01db-3ddc-4653-b1ef-00aa74c540d7	S2B_MSIL2A_20230302T184309_N0509_R070_T11SKD_20230303T001958.SAFE	4.452197	0.51784	online
b7e284ea-c0e0-489c-865c-6254a34ef5a2	S2A_MSIL2A_20220710T183931_N0400_R070_T10TGK_20220711T010432.SAFE	5.89192	0.439737	online
b9991fb8-1c9f-4ef1-8567-e351d22e2f20	S2B_MSIL2A_20221116T182629_N0400_R127_T12TVK_20221116T203149.SAFE	7.828406	0.122777	online
ba67dcda-84fa-4e80-a8c3-5dd343ee83ad	S2A_MSIL2A_20220825T185931_N0400_R013_T10TEL_20220826T010357.SAFE	0.961733	0.009993	online
c8b69524-cd26-4496-ae19-a1ad33c0ff2d	S2B_MSIL2A_20220208T185529_N0400_R113_T10TFK_20220208T220455.SAFE	1.518322	0.01754	online
d16e434b-a2e5-4d36-80b1-b798b6cb101f	S2B_MSIL2A_20230302T184309_N0509_R070_T11SLC_20230303T001958.SAFE	2.434093	0.986848	online
d43814a1-8846-4dc0-b570-a35464f59d40	S2A_MSIL2A_20220902T181931_N0400_R127_T11SQU_20220903T004401.SAFE	0.821207	3.476233	online
d5055491-1ff3-46d1-8f7f-f8ed885f7f47	S2A_MSIL2A_20220623T184931_N0400_R113_T10TEL_20220624T002714.SAFE	1.082223	0.537234	online
e30a4a46-b05b-4241-b399-50e44181594c	S2B_MSIL2A_20220114T180709_N0301_R041_T12SWG_20220114T205906.SAFE	1.452407	0.50731	online
f10854ec-2091-4457-b1a8-5fa32ae1e40f	S2B_MSIL2A_20230316T182119_N0509_R127_T11SQV_20230316T223328.SAFE	2.219521	2.529673	online
